1.000000000000000000e+00,1.670216023921966553e-01
1.000000000000000000e+00,8.110695332288742065e-02
1.000000000000000000e+00,2.447823584079742432e-01
1.000000000000000000e+00,3.696880042552947998e-01
1.000000000000000000e+00,1.758785247802734375e-01
1.000000000000000000e+00,8.871252834796905518e-02
1.000000000000000000e+00,2.750963866710662842e-01
1.000000000000000000e+00,2.899286746978759766e-01
1.000000000000000000e+00,5.059747695922851562e-01
1.000000000000000000e+00,9.058947861194610596e-02
1.000000000000000000e+00,5.933604240417480469e-01
1.000000000000000000e+00,7.804945856332778931e-02
1.000000000000000000e+00,1.576770395040512085e-01
1.000000000000000000e+00,8.807940781116485596e-02
1.000000000000000000e+00,1.232302263379096985e-01
1.000000000000000000e+00,1.628209948539733887e-01
1.000000000000000000e+00,1.443609744310379028e-01
1.000000000000000000e+00,4.326388537883758545e-01
1.000000000000000000e+00,1.433217674493789673e-01
1.000000000000000000e+00,8.782498538494110107e-02
1.000000000000000000e+00,2.796905934810638428e-01
1.000000000000000000e+00,8.069603890180587769e-02
1.000000000000000000e+00,2.701771557331085205e-01
1.000000000000000000e+00,7.440064847469329834e-02
1.000000000000000000e+00,3.362879753112792969e-01
1.000000000000000000e+00,1.934200823307037354e-01
1.000000000000000000e+00,2.337231934070587158e-01
1.000000000000000000e+00,1.429451256990432739e-01
1.000000000000000000e+00,2.306515276432037354e-01
1.000000000000000000e+00,4.730248451232910156e-02
1.000000000000000000e+00,1.639881432056427002e-01
1.000000000000000000e+00,4.180812537670135498e-01
1.000000000000000000e+00,3.692558109760284424e-01
1.000000000000000000e+00,5.189356580376625061e-02
1.000000000000000000e+00,7.932937890291213989e-02
1.000000000000000000e+00,1.146314963698387146e-01
1.000000000000000000e+00,2.044943720102310181e-01
1.000000000000000000e+00,2.757360339164733887e-01
1.000000000000000000e+00,1.127062588930130005e-01
1.000000000000000000e+00,4.541051983833312988e-01
1.000000000000000000e+00,1.437810510396957397e-01
1.000000000000000000e+00,2.175980359315872192e-01
1.000000000000000000e+00,3.854087293148040771e-01
1.000000000000000000e+00,7.754909992218017578e-02
1.000000000000000000e+00,3.788162171840667725e-01
1.000000000000000000e+00,1.702199727296829224e-01
1.000000000000000000e+00,6.956927776336669922e-01
1.000000000000000000e+00,3.684884309768676758e-01
1.000000000000000000e+00,8.315385133028030396e-02
1.000000000000000000e+00,2.043492943048477173e-01
1.000000000000000000e+00,4.066226780414581299e-01
1.000000000000000000e+00,1.822125464677810669e-01
1.000000000000000000e+00,1.991501003503799438e-01
1.000000000000000000e+00,1.449226737022399902e-01
1.000000000000000000e+00,8.633259683847427368e-02
1.000000000000000000e+00,1.358289718627929688e-01
1.000000000000000000e+00,6.754239648580551147e-02
1.000000000000000000e+00,1.772212386131286621e-01
1.000000000000000000e+00,9.508828073740005493e-02
1.000000000000000000e+00,9.272262454032897949e-02
1.000000000000000000e+00,3.556279540061950684e-01
1.000000000000000000e+00,2.598219513893127441e-01
1.000000000000000000e+00,5.333732068538665771e-02
1.000000000000000000e+00,2.189492583274841309e-01
1.000000000000000000e+00,9.029839932918548584e-02
1.000000000000000000e+00,9.592483192682266235e-02
1.000000000000000000e+00,9.589526802301406860e-02
1.000000000000000000e+00,2.356779575347900391e-01
1.000000000000000000e+00,5.794494599103927612e-02
1.000000000000000000e+00,4.206407070159912109e-01
1.000000000000000000e+00,3.811734318733215332e-01
1.000000000000000000e+00,4.503867328166961670e-01
1.000000000000000000e+00,1.222823709249496460e-01
1.000000000000000000e+00,1.584921777248382568e-01
